date,product,vertical,active_robots,avg_uptime_hours,errors,avg_distance_km
2025-12-01,Aido Rover,outdoor_patrol,31,15.3,18.0,12.38
2025-12-01,Fari,eldercare,33,16.3,7.0,13.43
2025-12-01,Senpai,education,53,14.56,53.0,13.07
2025-12-01,Sentinel Prime AI,indoor_security,40,14.36,35.0,13.49
2025-12-02,Aido Humanoid,humanoid,39,14.13,34.0,11.02
2025-12-02,Aido Rover,outdoor_patrol,28,13.72,33.0,12.85
2025-12-02,Fari,eldercare,34,15.05,29.0,10.62
2025-12-02,Senpai,education,52,15.94,40.0,11.85
2025-12-02,Sentinel Prime AI,indoor_security,37,15.1,39.0,13.82
2025-12-03,Aido Humanoid,humanoid,39,15.47,20.0,13.12
2025-12-03,Aido Rover,outdoor_patrol,28,13.76,26.0,11.88
2025-12-03,Fari,eldercare,34,15.28,27.0,13.35
2025-12-03,Senpai,education,53,14.74,33.0,13.05
2025-12-03,Sentinel Prime AI,indoor_security,38,13.84,40.0,11.91
2025-12-04,Aido Humanoid,humanoid,38,15.17,36.0,14.39
2025-12-04,Aido Rover,outdoor_patrol,28,14.18,16.0,13.59
2025-12-04,Fari,eldercare,31,14.8,19.0,12.5
2025-12-04,Senpai,education,51,14.9,36.0,13.58
2025-12-04,Sentinel Prime AI,indoor_security,38,13.36,18.0,12.22
2025-12-05,Aido Humanoid,humanoid,41,13.79,46.0,14.04
2025-12-05,Aido Rover,outdoor_patrol,30,15.0,25.0,10.93
2025-12-05,Fari,eldercare,34,14.53,27.0,11.9
2025-12-05,Senpai,education,53,14.16,60.0,13.95
2025-12-05,Sentinel Prime AI,indoor_security,34,14.22,26.0,13.65
2025-12-06,Aido Humanoid,humanoid,39,15.86,33.0,12.06
2025-12-06,Aido Rover,outdoor_patrol,27,14.65,18.0,13.94
2025-12-06,Fari,eldercare,33,13.1,32.0,12.99
2025-12-06,Senpai,education,55,13.91,44.0,12.53
2025-12-06,Sentinel Prime AI,indoor_security,37,14.68,25.0,12.19
2025-12-07,Aido Humanoid,humanoid,40,14.09,28.0,13.62
2025-12-07,Aido Rover,outdoor_patrol,28,14.89,27.0,13.14
2025-12-07,Fari,eldercare,34,14.98,38.0,13.04
2025-12-07,Senpai,education,53,14.49,71.0,12.09
2025-12-07,Sentinel Prime AI,indoor_security,37,14.0,29.0,12.04
2025-12-08,Aido Humanoid,humanoid,39,14.36,40.0,11.7
2025-12-08,Aido Rover,outdoor_patrol,30,14.01,16.0,12.16
2025-12-08,Fari,eldercare,34,14.03,18.0,12.91
2025-12-08,Senpai,education,53,14.98,29.0,10.48
2025-12-08,Sentinel Prime AI,indoor_security,38,14.18,45.0,13.71
2025-12-09,Aido Humanoid,humanoid,40,13.79,29.0,12.29
2025-12-09,Aido Rover,outdoor_patrol,29,13.02,22.0,11.24
2025-12-09,Fari,eldercare,33,15.64,33.0,10.42
2025-12-09,Senpai,education,51,14.37,36.0,12.29
2025-12-09,Sentinel Prime AI,indoor_security,37,13.85,37.0,11.72
2025-12-10,Aido Humanoid,humanoid,40,15.42,26.0,11.05
2025-12-10,Aido Rover,outdoor_patrol,29,16.51,19.0,10.88
2025-12-10,Fari,eldercare,32,14.18,37.0,13.13
2025-12-10,Senpai,education,52,14.04,47.0,14.58
2025-12-10,Sentinel Prime AI,indoor_security,37,13.8,36.0,12.48
2025-12-11,Aido Humanoid,humanoid,40,15.46,34.0,14.56
2025-12-11,Aido Rover,outdoor_patrol,26,15.9,14.0,12.08
2025-12-11,Fari,eldercare,33,14.48,27.0,12.94
2025-12-11,Senpai,education,52,13.99,45.0,13.61
2025-12-11,Sentinel Prime AI,indoor_security,36,16.33,33.0,11.66
2025-12-12,Aido Humanoid,humanoid,40,14.54,35.0,13.71
2025-12-12,Aido Rover,outdoor_patrol,27,15.93,30.0,11.21
2025-12-12,Fari,eldercare,33,15.55,15.0,15.39
2025-12-12,Senpai,education,52,15.04,40.0,14.03
2025-12-12,Sentinel Prime AI,indoor_security,37,14.09,21.0,14.12
2025-12-13,Aido Humanoid,humanoid,39,15.13,23.0,11.79
2025-12-13,Aido Rover,outdoor_patrol,29,15.59,23.0,12.87
2025-12-13,Fari,eldercare,33,15.64,28.0,11.56
2025-12-13,Senpai,education,52,14.32,35.0,10.85
2025-12-13,Sentinel Prime AI,indoor_security,36,15.12,41.0,13.27
2025-12-14,Aido Humanoid,humanoid,40,13.61,23.0,11.61
2025-12-14,Aido Rover,outdoor_patrol,28,15.12,22.0,13.65
2025-12-14,Fari,eldercare,33,13.86,22.0,12.57
2025-12-14,Senpai,education,52,14.52,48.0,11.48
2025-12-14,Sentinel Prime AI,indoor_security,38,13.67,32.0,12.69
2025-12-15,Aido Humanoid,humanoid,40,14.45,38.0,11.93
2025-12-15,Aido Rover,outdoor_patrol,27,15.2,17.0,12.64
2025-12-15,Fari,eldercare,33,14.33,41.0,11.84
2025-12-15,Senpai,education,50,14.83,32.0,12.26
2025-12-15,Sentinel Prime AI,indoor_security,35,14.57,36.0,14.12
2025-12-16,Aido Humanoid,humanoid,38,15.72,41.0,11.15
2025-12-16,Aido Rover,outdoor_patrol,26,13.41,25.0,14.11
2025-12-16,Fari,eldercare,33,14.05,10.0,11.99
2025-12-16,Senpai,education,50,14.18,35.0,14.06
2025-12-16,Sentinel Prime AI,indoor_security,37,15.31,15.0,12.6
2025-12-17,Aido Humanoid,humanoid,41,14.76,38.0,14.04
2025-12-17,Aido Rover,outdoor_patrol,29,15.12,20.0,12.85
2025-12-17,Fari,eldercare,32,17.46,35.0,13.32
2025-12-17,Senpai,education,52,14.0,41.0,12.75
2025-12-17,Sentinel Prime AI,indoor_security,33,14.09,39.0,10.27
2025-12-18,Aido Humanoid,humanoid,40,13.56,62.0,12.0
2025-12-18,Aido Rover,outdoor_patrol,29,14.63,22.0,13.01
2025-12-18,Fari,eldercare,32,13.48,22.0,12.72
2025-12-18,Senpai,education,51,15.33,33.0,11.92
2025-12-18,Sentinel Prime AI,indoor_security,37,13.95,41.0,13.21
2025-12-19,Aido Humanoid,humanoid,40,15.42,39.0,12.22
2025-12-19,Aido Rover,outdoor_patrol,27,15.3,6.0,11.9
2025-12-19,Fari,eldercare,32,14.81,26.0,14.8
2025-12-19,Senpai,education,50,14.48,49.0,12.58
2025-12-19,Sentinel Prime AI,indoor_security,38,14.79,30.0,12.78
2025-12-20,Aido Humanoid,humanoid,37,14.75,27.0,11.15
2025-12-20,Aido Rover,outdoor_patrol,27,15.97,17.0,13.11
2025-12-20,Fari,eldercare,32,16.28,33.0,12.45
2025-12-20,Senpai,education,50,14.22,34.0,13.61
2025-12-20,Sentinel Prime AI,indoor_security,37,14.63,41.0,10.46
2025-12-21,Aido Humanoid,humanoid,40,13.3,32.0,12.49
2025-12-21,Aido Rover,outdoor_patrol,28,15.64,12.0,10.68
2025-12-21,Fari,eldercare,32,15.55,18.0,11.9
2025-12-21,Senpai,education,47,14.09,48.0,12.43
2025-12-21,Sentinel Prime AI,indoor_security,35,13.84,26.0,13.23
2025-12-22,Aido Humanoid,humanoid,37,14.33,34.0,11.65
2025-12-22,Aido Rover,outdoor_patrol,27,13.18,26.0,13.83
2025-12-22,Fari,eldercare,31,16.04,31.0,11.04
2025-12-22,Senpai,education,47,12.47,45.0,14.14
2025-12-22,Sentinel Prime AI,indoor_security,36,15.34,45.0,11.42
2025-12-23,Aido Humanoid,humanoid,37,15.58,31.0,13.42
2025-12-23,Aido Rover,outdoor_patrol,27,14.88,14.0,14.49
2025-12-23,Fari,eldercare,28,16.08,39.0,13.96
2025-12-23,Senpai,education,48,13.19,52.0,13.44
2025-12-23,Sentinel Prime AI,indoor_security,34,14.78,23.0,14.45
2025-12-24,Aido Humanoid,humanoid,36,15.46,17.0,13.06
2025-12-24,Aido Rover,outdoor_patrol,28,15.36,18.0,12.64
2025-12-24,Fari,eldercare,29,13.96,17.0,11.64
2025-12-24,Senpai,education,48,14.42,54.0,14.29
2025-12-24,Sentinel Prime AI,indoor_security,34,13.96,13.0,11.49
2025-12-25,Aido Humanoid,humanoid,38,14.17,34.0,12.56
2025-12-25,Aido Rover,outdoor_patrol,27,16.6,34.0,12.73
2025-12-25,Fari,eldercare,29,14.77,42.0,11.19
2025-12-25,Senpai,education,47,15.7,43.0,12.95
2025-12-25,Sentinel Prime AI,indoor_security,37,13.44,32.0,10.77
2025-12-26,Aido Humanoid,humanoid,38,13.98,36.0,12.8
2025-12-26,Aido Rover,outdoor_patrol,27,12.19,12.0,12.61
2025-12-26,Fari,eldercare,30,14.04,20.0,12.84
2025-12-26,Senpai,education,50,15.35,40.0,12.79
2025-12-26,Sentinel Prime AI,indoor_security,34,15.12,30.0,14.66
2025-12-27,Aido Humanoid,humanoid,38,16.2,43.0,13.36
2025-12-27,Aido Rover,outdoor_patrol,25,16.14,27.0,12.0
2025-12-27,Fari,eldercare,27,14.36,22.0,12.92
2025-12-27,Senpai,education,46,15.65,55.0,13.43
2025-12-27,Sentinel Prime AI,indoor_security,35,14.0,28.0,12.36
2025-12-28,Aido Humanoid,humanoid,38,14.65,28.0,14.03
2025-12-28,Aido Rover,outdoor_patrol,27,14.2,24.0,11.83
2025-12-28,Fari,eldercare,31,13.13,18.0,11.63
2025-12-28,Senpai,education,45,15.28,40.0,13.51
2025-12-28,Sentinel Prime AI,indoor_security,35,15.45,17.0,13.3
2025-12-29,Aido Humanoid,humanoid,39,15.02,23.0,16.04
2025-12-29,Aido Rover,outdoor_patrol,28,13.69,31.0,14.27
2025-12-29,Fari,eldercare,30,15.43,39.0,10.81
2025-12-29,Senpai,education,45,14.14,59.0,13.81
2025-12-29,Sentinel Prime AI,indoor_security,35,14.42,24.0,11.93
2025-12-30,Aido Humanoid,humanoid,35,15.48,33.0,12.53
2025-12-30,Aido Rover,outdoor_patrol,27,14.23,12.0,12.05
2025-12-30,Fari,eldercare,30,12.42,40.0,12.73
2025-12-30,Senpai,education,47,15.08,47.0,13.49
2025-12-30,Sentinel Prime AI,indoor_security,31,13.86,40.0,12.22
2025-12-31,Aido Humanoid,humanoid,38,13.5,43.0,11.93
2025-12-31,Aido Rover,outdoor_patrol,28,14.83,22.0,11.27
2025-12-31,Fari,eldercare,29,15.0,23.0,13.38
2025-12-31,Senpai,education,46,14.92,56.0,13.24
2025-12-31,Sentinel Prime AI,indoor_security,33,14.37,12.0,10.27
2026-01-01,Aido Humanoid,humanoid,39,14.78,40.0,13.16
2026-01-01,Aido Rover,outdoor_patrol,28,14.48,30.0,14.41
2026-01-01,Fari,eldercare,27,14.7,12.0,13.19
2026-01-01,Senpai,education,47,15.22,35.0,12.71
2026-01-01,Sentinel Prime AI,indoor_security,34,14.1,25.0,12.55
2026-01-02,Aido Humanoid,humanoid,37,14.33,45.0,14.86
2026-01-02,Aido Rover,outdoor_patrol,28,14.15,32.0,9.68
2026-01-02,Fari,eldercare,30,15.61,19.0,10.77
2026-01-02,Senpai,education,45,14.32,36.0,13.52
2026-01-02,Sentinel Prime AI,indoor_security,34,14.97,32.0,13.23
2026-01-03,Aido Humanoid,humanoid,36,16.14,33.0,15.53
2026-01-03,Aido Rover,outdoor_patrol,28,14.82,18.0,12.91
2026-01-03,Fari,eldercare,30,14.05,27.0,12.65
2026-01-03,Senpai,education,46,15.1,28.0,14.57
2026-01-03,Sentinel Prime AI,indoor_security,31,15.09,32.0,13.41
2026-01-04,Aido Humanoid,humanoid,37,14.8,30.0,11.42
2026-01-04,Aido Rover,outdoor_patrol,26,15.04,19.0,12.96
2026-01-04,Fari,eldercare,26,15.65,16.0,11.67
2026-01-04,Senpai,education,48,14.12,32.0,13.03
2026-01-04,Sentinel Prime AI,indoor_security,33,16.34,28.0,11.54
2026-01-05,Aido Humanoid,humanoid,37,14.47,31.0,12.21
2026-01-05,Aido Rover,outdoor_patrol,26,14.84,20.0,12.77
2026-01-05,Fari,eldercare,28,16.2,20.0,12.44
2026-01-05,Senpai,education,46,15.11,28.0,13.41
2026-01-05,Sentinel Prime AI,indoor_security,33,13.86,30.0,13.1
2026-01-06,Aido Humanoid,humanoid,36,14.43,20.0,16.06
2026-01-06,Aido Rover,outdoor_patrol,26,13.68,14.0,12.55
2026-01-06,Fari,eldercare,29,16.01,19.0,12.25
2026-01-06,Senpai,education,46,15.23,48.0,13.15
2026-01-06,Sentinel Prime AI,indoor_security,32,14.44,21.0,12.51
2026-01-07,Aido Humanoid,humanoid,36,15.3,32.0,11.45
2026-01-07,Aido Rover,outdoor_patrol,27,14.37,24.0,12.89
2026-01-07,Fari,eldercare,27,14.61,37.0,11.96
2026-01-07,Senpai,education,44,14.33,25.0,11.29
2026-01-07,Sentinel Prime AI,indoor_security,34,14.77,36.0,13.4
2026-01-08,Aido Humanoid,humanoid,38,14.93,48.0,12.97
2026-01-08,Aido Rover,outdoor_patrol,25,15.77,32.0,15.44
2026-01-08,Fari,eldercare,29,16.0,38.0,12.06
2026-01-08,Senpai,education,41,14.34,36.0,13.16
2026-01-08,Sentinel Prime AI,indoor_security,34,14.74,19.0,13.62
2026-01-09,Aido Humanoid,humanoid,38,14.42,32.0,12.09
2026-01-09,Aido Rover,outdoor_patrol,26,13.78,10.0,11.95
2026-01-09,Fari,eldercare,29,14.76,18.0,12.55
2026-01-09,Senpai,education,45,15.5,25.0,11.36
2026-01-09,Sentinel Prime AI,indoor_security,31,13.47,16.0,10.92
2026-01-10,Aido Humanoid,humanoid,38,14.24,41.0,12.08
2026-01-10,Aido Rover,outdoor_patrol,26,14.74,19.0,10.72
2026-01-10,Fari,eldercare,28,15.04,17.0,14.95
2026-01-10,Senpai,education,42,14.77,39.0,12.32
2026-01-10,Sentinel Prime AI,indoor_security,33,14.57,24.0,12.38
2026-01-11,Aido Humanoid,humanoid,37,14.61,37.0,11.87
2026-01-11,Aido Rover,outdoor_patrol,26,14.06,25.0,12.38
2026-01-11,Fari,eldercare,27,14.42,28.0,13.26
2026-01-11,Senpai,education,40,15.27,32.0,15.82
2026-01-11,Sentinel Prime AI,indoor_security,32,15.69,28.0,12.12
2026-01-12,Aido Humanoid,humanoid,36,15.83,24.0,14.24
2026-01-12,Aido Rover,outdoor_patrol,25,13.74,14.0,11.76
2026-01-12,Fari,eldercare,28,15.11,23.0,11.78
2026-01-12,Senpai,education,43,13.76,21.0,13.38
2026-01-12,Sentinel Prime AI,indoor_security,31,13.22,20.0,12.66
2026-01-13,Aido Humanoid,humanoid,36,16.95,24.0,12.54
2026-01-13,Aido Rover,outdoor_patrol,27,15.64,17.0,12.55
2026-01-13,Fari,eldercare,27,15.25,22.0,11.02
2026-01-13,Senpai,education,43,15.49,37.0,11.68
2026-01-13,Sentinel Prime AI,indoor_security,32,15.54,24.0,11.89
2026-01-14,Aido Humanoid,humanoid,36,15.68,46.0,12.32
2026-01-14,Aido Rover,outdoor_patrol,26,12.84,14.0,12.52
2026-01-14,Fari,eldercare,27,15.44,18.0,10.16
2026-01-14,Senpai,education,42,14.84,34.0,14.52
2026-01-14,Sentinel Prime AI,indoor_security,31,15.02,18.0,12.92
2026-01-15,Aido Humanoid,humanoid,37,14.05,50.0,14.58
2026-01-15,Aido Rover,outdoor_patrol,27,13.88,18.0,12.8
2026-01-15,Fari,eldercare,28,13.39,33.0,13.19
2026-01-15,Senpai,education,44,15.53,48.0,12.8
2026-01-15,Sentinel Prime AI,indoor_security,30,15.22,35.0,14.1
2026-01-16,Aido Humanoid,humanoid,38,15.29,42.0,11.96
2026-01-16,Aido Rover,outdoor_patrol,25,11.54,33.0,13.42
2026-01-16,Fari,eldercare,29,14.84,34.0,13.12
2026-01-16,Senpai,education,44,15.84,27.0,13.33
2026-01-16,Sentinel Prime AI,indoor_security,33,15.69,35.0,14.46
2026-01-17,Aido Humanoid,humanoid,36,12.57,18.0,12.0
2026-01-17,Aido Rover,outdoor_patrol,26,15.44,25.0,12.4
2026-01-17,Fari,eldercare,27,15.48,19.0,13.7
2026-01-17,Senpai,education,43,15.55,49.0,12.92
2026-01-17,Sentinel Prime AI,indoor_security,27,15.34,16.0,14.34
2026-01-18,Aido Humanoid,humanoid,33,13.8,22.0,13.76
2026-01-18,Aido Rover,outdoor_patrol,26,15.15,22.0,13.24
2026-01-18,Fari,eldercare,28,13.8,34.0,12.47
2026-01-18,Senpai,education,44,15.55,42.0,13.07
2026-01-18,Sentinel Prime AI,indoor_security,27,15.87,14.0,13.19
2026-01-19,Aido Humanoid,humanoid,32,16.34,24.0,11.43
2026-01-19,Aido Rover,outdoor_patrol,26,15.21,19.0,11.72
2026-01-19,Fari,eldercare,29,15.75,32.0,13.95
2026-01-19,Senpai,education,43,13.45,54.0,10.19
2026-01-19,Sentinel Prime AI,indoor_security,29,14.68,26.0,13.44
2026-01-20,Aido Humanoid,humanoid,30,13.22,25.0,12.36
2026-01-20,Aido Rover,outdoor_patrol,24,13.46,32.0,13.8
2026-01-20,Fari,eldercare,27,13.69,39.0,14.43
2026-01-20,Senpai,education,44,15.91,20.0,12.71
2026-01-20,Sentinel Prime AI,indoor_security,26,14.83,25.0,9.14
2026-01-21,Aido Humanoid,humanoid,34,15.33,23.0,11.47
2026-01-21,Aido Rover,outdoor_patrol,25,15.26,20.0,11.9
2026-01-21,Fari,eldercare,28,15.26,8.0,12.42
2026-01-21,Senpai,education,44,14.45,41.0,11.73
2026-01-21,Sentinel Prime AI,indoor_security,30,14.17,31.0,12.24
2026-01-22,Aido Humanoid,humanoid,34,15.82,24.0,13.83
2026-01-22,Aido Rover,outdoor_patrol,25,16.92,20.0,13.87
2026-01-22,Fari,eldercare,29,14.5,30.0,13.05
2026-01-22,Senpai,education,41,14.28,41.0,13.31
2026-01-22,Sentinel Prime AI,indoor_security,28,16.18,25.0,11.62
2026-01-23,Aido Humanoid,humanoid,33,15.18,23.0,11.1
2026-01-23,Aido Rover,outdoor_patrol,22,16.93,12.0,13.8
2026-01-23,Fari,eldercare,29,14.19,35.0,12.32
2026-01-23,Senpai,education,44,14.25,29.0,11.51
2026-01-23,Sentinel Prime AI,indoor_security,30,15.2,21.0,11.81
2026-01-24,Aido Humanoid,humanoid,34,15.17,33.0,12.6
2026-01-24,Aido Rover,outdoor_patrol,24,13.97,20.0,13.31
2026-01-24,Fari,eldercare,29,14.38,14.0,15.54
2026-01-24,Senpai,education,41,13.96,31.0,12.94
2026-01-24,Sentinel Prime AI,indoor_security,29,15.58,21.0,12.94
2026-01-25,Aido Humanoid,humanoid,34,14.4,25.0,13.06
2026-01-25,Aido Rover,outdoor_patrol,25,13.28,15.0,13.06
2026-01-25,Fari,eldercare,26,14.52,21.0,14.45
2026-01-25,Senpai,education,43,14.32,24.0,12.2
2026-01-25,Sentinel Prime AI,indoor_security,28,15.11,30.0,11.68
2026-01-26,Aido Humanoid,humanoid,33,15.2,27.0,11.32
2026-01-26,Aido Rover,outdoor_patrol,25,15.63,17.0,13.9
2026-01-26,Fari,eldercare,28,13.28,18.0,13.53
2026-01-26,Senpai,education,42,14.97,14.0,12.78
2026-01-26,Sentinel Prime AI,indoor_security,29,14.33,32.0,12.67
2026-01-27,Aido Humanoid,humanoid,33,16.21,24.0,11.96
2026-01-27,Aido Rover,outdoor_patrol,23,15.12,10.0,10.28
2026-01-27,Fari,eldercare,27,15.03,35.0,12.69
2026-01-27,Senpai,education,41,13.15,27.0,13.74
2026-01-27,Sentinel Prime AI,indoor_security,30,13.96,22.0,12.42
2026-01-28,Aido Humanoid,humanoid,34,15.58,32.0,12.96
2026-01-28,Aido Rover,outdoor_patrol,24,12.88,14.0,14.45
2026-01-28,Fari,eldercare,27,13.29,9.0,13.29
2026-01-28,Senpai,education,38,15.21,36.0,13.91
2026-01-28,Sentinel Prime AI,indoor_security,28,16.45,28.0,13.94
2026-01-29,Aido Humanoid,humanoid,33,15.18,25.0,14.0
2026-01-29,Aido Rover,outdoor_patrol,25,15.85,30.0,12.99
2026-01-29,Fari,eldercare,27,14.77,27.0,13.82
2026-01-29,Senpai,education,39,14.83,38.0,14.35
2026-01-29,Sentinel Prime AI,indoor_security,29,14.34,38.0,13.95
2026-01-30,Aido Humanoid,humanoid,33,15.6,28.0,12.6
2026-01-30,Aido Rover,outdoor_patrol,24,12.31,19.0,12.0
2026-01-30,Fari,eldercare,26,14.22,30.0,12.05
2026-01-30,Senpai,education,42,13.57,36.0,12.72
2026-01-30,Sentinel Prime AI,indoor_security,27,14.13,23.0,10.12
2026-01-31,Aido Humanoid,humanoid,33,15.85,27.0,10.87
2026-01-31,Aido Rover,outdoor_patrol,24,13.29,9.0,12.64
2026-01-31,Fari,eldercare,27,15.77,18.0,13.52
2026-01-31,Senpai,education,42,15.03,36.0,13.69
2026-01-31,Sentinel Prime AI,indoor_security,26,14.79,23.0,14.45
2026-02-01,Aido Humanoid,humanoid,33,13.84,31.0,14.08
2026-02-01,Aido Rover,outdoor_patrol,25,16.01,18.0,11.08
2026-02-01,Fari,eldercare,26,13.62,14.0,13.25
2026-02-01,Senpai,education,40,14.15,37.0,14.4
2026-02-01,Sentinel Prime AI,indoor_security,28,14.22,18.0,12.26
2026-02-02,Aido Humanoid,humanoid,34,15.69,33.0,12.35
2026-02-02,Aido Rover,outdoor_patrol,24,13.71,15.0,11.85
2026-02-02,Fari,eldercare,27,15.85,21.0,11.86
2026-02-02,Senpai,education,39,15.84,50.0,13.58
2026-02-02,Sentinel Prime AI,indoor_security,27,15.18,19.0,12.17
2026-02-03,Aido Humanoid,humanoid,31,15.87,21.0,13.48
2026-02-03,Aido Rover,outdoor_patrol,23,16.3,35.0,10.49
2026-02-03,Fari,eldercare,28,15.02,18.0,11.7
2026-02-03,Senpai,education,38,15.11,25.0,14.06
2026-02-03,Sentinel Prime AI,indoor_security,27,15.94,22.0,12.95
2026-02-04,Aido Humanoid,humanoid,33,16.59,39.0,12.16
2026-02-04,Aido Rover,outdoor_patrol,23,14.14,15.0,14.02
2026-02-04,Fari,eldercare,27,14.25,25.0,11.27
2026-02-04,Senpai,education,37,13.52,23.0,13.92
2026-02-04,Sentinel Prime AI,indoor_security,26,13.46,27.0,11.04
2026-02-05,Aido Humanoid,humanoid,31,13.42,33.0,8.36
2026-02-05,Aido Rover,outdoor_patrol,23,13.46,20.0,11.65
2026-02-05,Fari,eldercare,25,15.37,34.0,14.03
2026-02-05,Senpai,education,39,15.04,15.0,11.64
2026-02-05,Sentinel Prime AI,indoor_security,26,15.93,23.0,13.23
2026-02-06,Aido Humanoid,humanoid,32,15.09,29.0,12.43
2026-02-06,Aido Rover,outdoor_patrol,24,14.87,18.0,13.49
2026-02-06,Fari,eldercare,24,13.41,25.0,11.65
2026-02-06,Senpai,education,38,14.73,27.0,13.06
2026-02-06,Sentinel Prime AI,indoor_security,27,13.71,30.0,13.31
2026-02-07,Aido Humanoid,humanoid,29,17.35,55.0,13.83
2026-02-07,Aido Rover,outdoor_patrol,23,15.11,16.0,13.65
2026-02-07,Fari,eldercare,26,13.64,17.0,14.56
2026-02-07,Senpai,education,37,14.9,23.0,13.38
2026-02-07,Sentinel Prime AI,indoor_security,26,14.65,16.0,12.67
2026-02-08,Aido Humanoid,humanoid,32,13.95,12.0,15.59
2026-02-08,Aido Rover,outdoor_patrol,23,14.15,18.0,10.46
2026-02-08,Fari,eldercare,26,15.43,38.0,13.08
2026-02-08,Senpai,education,37,13.55,52.0,13.98
2026-02-08,Sentinel Prime AI,indoor_security,28,12.78,17.0,14.66
2026-02-09,Aido Humanoid,humanoid,31,14.13,41.0,11.1
2026-02-09,Aido Rover,outdoor_patrol,22,14.72,7.0,11.47
2026-02-09,Fari,eldercare,26,14.75,18.0,13.9
2026-02-09,Senpai,education,35,16.22,37.0,13.98
2026-02-09,Sentinel Prime AI,indoor_security,27,14.25,28.0,12.2
2026-02-10,Aido Humanoid,humanoid,30,13.77,20.0,10.54
2026-02-10,Aido Rover,outdoor_patrol,24,16.45,21.0,11.88
2026-02-10,Fari,eldercare,26,13.83,15.0,11.88
2026-02-10,Senpai,education,34,13.98,25.0,14.32
2026-02-10,Sentinel Prime AI,indoor_security,26,14.69,39.0,12.18
2026-02-11,Aido Humanoid,humanoid,31,15.33,35.0,11.78
2026-02-11,Aido Rover,outdoor_patrol,23,14.98,15.0,14.52
2026-02-11,Fari,eldercare,27,14.93,27.0,11.85
2026-02-11,Senpai,education,36,13.4,41.0,11.27
2026-02-11,Sentinel Prime AI,indoor_security,26,14.89,11.0,13.05
2026-02-12,Aido Humanoid,humanoid,30,16.13,24.0,13.19
2026-02-12,Aido Rover,outdoor_patrol,22,15.63,18.0,12.15
2026-02-12,Fari,eldercare,26,13.78,14.0,10.3
2026-02-12,Senpai,education,34,14.29,19.0,12.67
2026-02-12,Sentinel Prime AI,indoor_security,26,14.58,14.0,14.11
2026-02-13,Aido Humanoid,humanoid,30,15.61,36.0,15.47
2026-02-13,Aido Rover,outdoor_patrol,22,13.47,29.0,14.29
2026-02-13,Fari,eldercare,26,14.97,13.0,12.91
2026-02-13,Senpai,education,35,15.91,35.0,11.79
2026-02-13,Sentinel Prime AI,indoor_security,26,14.68,12.0,17.53
2026-02-14,Aido Humanoid,humanoid,32,14.35,33.0,12.31
2026-02-14,Aido Rover,outdoor_patrol,22,15.14,24.0,15.27
2026-02-14,Fari,eldercare,27,15.13,23.0,11.68
2026-02-14,Senpai,education,31,14.82,28.0,14.03
2026-02-14,Sentinel Prime AI,indoor_security,26,15.25,14.0,12.38
2026-02-15,Aido Humanoid,humanoid,32,14.55,31.0,12.62
2026-02-15,Aido Rover,outdoor_patrol,20,15.39,8.0,15.16
2026-02-15,Fari,eldercare,26,14.82,21.0,10.15
2026-02-15,Senpai,education,31,15.24,26.0,13.32
2026-02-15,Sentinel Prime AI,indoor_security,27,15.86,29.0,11.23
2026-02-16,Aido Humanoid,humanoid,31,14.09,26.0,12.82
2026-02-16,Aido Rover,outdoor_patrol,23,15.17,19.0,13.06
2026-02-16,Fari,eldercare,27,14.53,27.0,14.41
2026-02-16,Senpai,education,33,14.36,22.0,12.12
2026-02-16,Sentinel Prime AI,indoor_security,25,13.43,28.0,13.0
2026-02-17,Aido Humanoid,humanoid,32,13.94,26.0,11.78
2026-02-17,Aido Rover,outdoor_patrol,23,14.01,21.0,12.24
2026-02-17,Fari,eldercare,27,15.53,33.0,10.99
2026-02-17,Senpai,education,34,13.46,16.0,10.57
2026-02-17,Sentinel Prime AI,indoor_security,25,14.76,20.0,12.58
2026-02-18,Aido Humanoid,humanoid,31,15.94,37.0,14.76
2026-02-18,Aido Rover,outdoor_patrol,23,15.22,24.0,14.0
2026-02-18,Fari,eldercare,26,14.17,22.0,12.9
2026-02-18,Senpai,education,32,15.19,35.0,11.86
2026-02-18,Sentinel Prime AI,indoor_security,27,13.71,11.0,11.49
2026-02-19,Aido Humanoid,humanoid,29,17.17,29.0,12.68
2026-02-19,Aido Rover,outdoor_patrol,22,13.64,26.0,13.09
2026-02-19,Fari,eldercare,26,14.98,27.0,11.67
2026-02-19,Senpai,education,34,14.65,22.0,13.28
2026-02-19,Sentinel Prime AI,indoor_security,24,15.28,19.0,11.58
2026-02-20,Aido Humanoid,humanoid,30,14.05,23.0,11.04
2026-02-20,Aido Rover,outdoor_patrol,22,15.46,26.0,14.86
2026-02-20,Fari,eldercare,25,15.59,24.0,13.12
2026-02-20,Senpai,education,33,14.04,44.0,13.58
2026-02-20,Sentinel Prime AI,indoor_security,26,14.4,24.0,12.82
2026-02-21,Aido Humanoid,humanoid,31,15.78,19.0,12.75
2026-02-21,Aido Rover,outdoor_patrol,21,13.86,17.0,12.06
2026-02-21,Fari,eldercare,25,13.68,31.0,9.05
2026-02-21,Senpai,education,33,15.33,22.0,11.78
2026-02-21,Sentinel Prime AI,indoor_security,25,13.82,12.0,12.59
2026-02-22,Aido Humanoid,humanoid,31,15.82,14.0,13.5
