ticket_key,cycle_time_hours,ticket_id,severity,category,opened_date,product,region,country,week7_resolution_hours,is_resolved,weekday,dispatched,tier1_queue_on_entry
4049,3.3983,TKT-004049,Critical,navigation,2025-03-03,Sentinel Prime AI,North America,Canada,9.12,True,Monday,0,2
4050,34.343799999999995,TKT-004050,Medium,mechanical,2026-02-05,Fari,North America,Canada,38.54,True,Thursday,1,1
4051,4.980700000000001,TKT-004051,High,navigation,2025-08-06,Aido Rover,North America,United States,17.39,True,Wednesday,0,0
4052,30.8876,TKT-004052,High,battery,2025-02-23,Senpai,APAC,Australia,19.01,True,Sunday,1,0
4053,10.121199999999998,TKT-004053,Medium,software,2025-08-10,Aido Rover,Europe,United Kingdom,39.03,True,Sunday,0,1
4054,5.9169,TKT-004054,Critical,battery,2024-08-19,Aido Humanoid,APAC,Australia,2.72,True,Monday,0,0
4055,8.1478,TKT-004055,Critical,connectivity,2025-03-02,Senpai,North America,Canada,8.72,True,Sunday,0,0
4056,54.620200000000004,TKT-004056,High,software,2026-04-24,Aido Rover,APAC,Japan,25.48,True,Friday,1,2
4057,74.333,TKT-004057,Medium,mechanical,2025-11-14,Aido Humanoid,Europe,Germany,71.27,True,Friday,1,0
4058,2.9084,TKT-004058,High,navigation,2024-07-30,Fari,North America,Canada,21.47,True,Tuesday,0,1
4059,36.6798,TKT-004059,Critical,battery,2024-11-05,Senpai,North America,United States,6.07,True,Tuesday,1,3
4060,5.654,TKT-004060,High,connectivity,2024-12-03,Sentinel Prime AI,North America,United States,13.55,True,Tuesday,0,1
4061,23.021200000000004,TKT-004061,High,navigation,2024-12-30,Senpai,Europe,Germany,9.47,True,Monday,1,0
4062,51.381299999999996,TKT-004062,Medium,mechanical,2025-09-06,Sentinel Prime AI,North America,Canada,35.26,True,Saturday,1,2
4063,3.9850000000000003,TKT-004063,High,software,2025-11-21,Sentinel Prime AI,North America,United States,17.42,True,Friday,0,2
4064,34.7072,TKT-004064,Low,mechanical,2026-01-27,Fari,North America,United States,180.44,True,Tuesday,1,2
4065,7.293200000000001,TKT-004065,Critical,software,2026-04-15,Sentinel Prime AI,Europe,Germany,,False,Wednesday,0,0
4066,49.0073,TKT-004066,Medium,mechanical,2026-02-14,Aido Humanoid,North America,United States,48.52,True,Saturday,1,1
4067,18.846600000000002,TKT-004067,Medium,software,2026-04-13,Aido Rover,Europe,United Kingdom,,False,Monday,0,0
4068,9.0758,TKT-004068,High,software,2025-12-03,Aido Humanoid,North America,United States,24.09,True,Wednesday,0,2
4069,5.2477,TKT-004069,Low,navigation,2025-08-19,Sentinel Prime AI,Europe,Germany,136.69,True,Tuesday,0,0
4070,1.4654,TKT-004070,High,connectivity,2025-12-10,Aido Rover,APAC,Australia,23.13,True,Wednesday,0,0
4071,5.0684,TKT-004071,Medium,software,2025-05-17,Aido Humanoid,North America,United States,8.94,True,Saturday,0,0
4072,7.774500000000001,TKT-004072,Medium,mechanical,2024-08-08,Senpai,APAC,Australia,54.14,True,Thursday,0,3
4073,29.502999999999997,TKT-004073,High,mechanical,2026-04-07,Sentinel Prime AI,North America,United States,38.68,True,Tuesday,1,0
4074,3.8612,TKT-004074,Medium,software,2024-08-11,Aido Rover,Europe,Germany,3.99,True,Sunday,0,0
4075,5.1812000000000005,TKT-004075,Medium,navigation,2025-03-25,Aido Rover,North America,United States,75.73,True,Tuesday,0,0
4076,3.2801,TKT-004076,High,navigation,2026-05-13,Aido Rover,North America,United States,27.46,True,Wednesday,0,0
4077,5.7219999999999995,TKT-004077,Medium,connectivity,2024-12-28,Aido Humanoid,APAC,Japan,110.87,True,Saturday,0,0
4078,20.2819,TKT-004078,Low,battery,2025-05-05,Senpai,North America,United States,106.8,True,Monday,0,0
4079,44.2311,TKT-004079,High,battery,2025-08-29,Fari,North America,Canada,,False,Friday,1,0
4080,26.325699999999998,TKT-004080,Low,connectivity,2026-04-01,Senpai,North America,United States,47.1,True,Wednesday,0,1
4081,31.6802,TKT-004081,High,battery,2024-08-25,Aido Humanoid,North America,United States,21.66,True,Sunday,1,0
4082,24.3593,TKT-004082,Medium,battery,2025-11-20,Sentinel Prime AI,Europe,Germany,81.69,True,Thursday,1,2
4083,16.3788,TKT-004083,Medium,mechanical,2026-02-11,Fari,APAC,Japan,40.7,True,Wednesday,1,0
4084,26.765,TKT-004084,Low,mechanical,2025-01-12,Sentinel Prime AI,North America,United States,155.19,True,Sunday,1,1
4085,8.5696,TKT-004085,High,software,2025-05-11,Aido Humanoid,Europe,United Kingdom,5.65,True,Sunday,0,2
4086,9.633700000000001,TKT-004086,Medium,navigation,2025-03-03,Fari,North America,United States,75.35,True,Monday,0,1
4087,35.868700000000004,TKT-004087,Critical,mechanical,2024-09-04,Sentinel Prime AI,North America,Canada,9.7,True,Wednesday,1,0
4088,9.29,TKT-004088,Low,connectivity,2025-02-04,Senpai,APAC,Australia,125.45,True,Tuesday,0,0
4089,22.6585,TKT-004089,Medium,navigation,2025-01-11,Sentinel Prime AI,North America,United States,58.02,True,Saturday,1,1
4090,4.794499999999999,TKT-004090,Medium,battery,2026-02-11,Fari,North America,Canada,58.53,True,Wednesday,0,1
4091,7.0504,TKT-004091,High,battery,2025-05-02,Aido Rover,North America,United States,28.51,True,Friday,0,2
4092,7.8107,TKT-004092,Low,connectivity,2026-01-03,Aido Rover,APAC,Australia,121.97,True,Saturday,0,1
4093,2.8718,TKT-004093,Critical,connectivity,2025-01-11,Fari,APAC,Japan,3.59,True,Saturday,0,1
4094,5.0897,TKT-004094,Critical,mechanical,2025-10-02,Sentinel Prime AI,North America,United States,9.62,True,Thursday,0,0
4095,26.5277,TKT-004095,Low,battery,2025-04-30,Fari,North America,Canada,,False,Wednesday,0,2
4096,5.485099999999999,TKT-004096,Low,software,2025-11-30,Senpai,Europe,Germany,79.8,True,Sunday,0,1
4097,11.8659,TKT-004097,Low,software,2026-01-27,Aido Humanoid,North America,United States,171.71,True,Tuesday,0,1
4098,6.8378,TKT-004098,Low,connectivity,2024-11-12,Fari,North America,United States,147.42,True,Tuesday,0,0
4099,5.5801,TKT-004099,High,navigation,2025-08-25,Senpai,APAC,Japan,28.16,True,Monday,0,0
4100,5.4703,TKT-004100,Medium,navigation,2025-10-04,Sentinel Prime AI,Europe,Germany,57.16,True,Saturday,0,1
4101,44.4429,TKT-004101,High,software,2025-01-02,Fari,North America,United States,26.62,True,Thursday,1,1
4102,9.3179,TKT-004102,High,navigation,2024-12-30,Aido Rover,Europe,United Kingdom,1.57,True,Monday,0,1
4103,4.5211,TKT-004103,Low,connectivity,2024-06-26,Fari,Europe,Germany,151.31,True,Wednesday,0,1
4104,117.5164,TKT-004104,Low,mechanical,2025-09-05,Aido Rover,APAC,Australia,103.4,True,Friday,1,0
4105,4.2587,TKT-004105,Critical,software,2024-08-06,Sentinel Prime AI,Europe,Germany,2.69,True,Tuesday,0,1
4106,6.3725,TKT-004106,Low,connectivity,2024-08-29,Aido Humanoid,North America,United States,,False,Thursday,0,0
4107,12.5901,TKT-004107,High,connectivity,2025-03-05,Aido Rover,North America,United States,10.42,True,Wednesday,0,0
4108,14.884500000000001,TKT-004108,Medium,connectivity,2025-09-25,Sentinel Prime AI,North America,Canada,61.2,True,Thursday,0,0
4109,2.5433,TKT-004109,Medium,connectivity,2026-02-01,Aido Rover,APAC,Australia,,False,Sunday,0,0
4110,7.081600000000001,TKT-004110,Low,software,2026-03-16,Senpai,North America,United States,,False,Monday,0,1
4111,1.3753000000000002,TKT-004111,Critical,connectivity,2025-02-03,Senpai,APAC,Japan,4.61,True,Monday,0,1
4112,44.1288,TKT-004112,Low,navigation,2026-03-18,Aido Humanoid,North America,United States,83.11,True,Wednesday,1,0
4113,86.7275,TKT-004113,High,mechanical,2025-06-20,Sentinel Prime AI,North America,Canada,23.28,True,Friday,1,2
4114,16.5539,TKT-004114,High,battery,2026-01-10,Sentinel Prime AI,North America,United States,,False,Saturday,1,2
4115,8.1556,TKT-004115,High,navigation,2025-04-09,Sentinel Prime AI,Europe,United Kingdom,13.16,True,Wednesday,0,0
4116,5.076499999999999,TKT-004116,Medium,connectivity,2025-03-24,Sentinel Prime AI,North America,Canada,100.24,True,Monday,0,1
4117,38.1137,TKT-004117,Medium,mechanical,2024-06-06,Senpai,North America,United States,77.63,True,Thursday,1,0
4118,7.527500000000001,TKT-004118,Medium,connectivity,2025-09-09,Sentinel Prime AI,Europe,United Kingdom,,False,Tuesday,0,2
4119,50.49739999999999,TKT-004119,Low,connectivity,2026-01-27,Aido Humanoid,North America,Canada,,False,Tuesday,1,0
4120,4.9879,TKT-004120,Low,software,2024-07-01,Aido Humanoid,North America,United States,97.43,True,Monday,0,2
4121,2.4145,TKT-004121,High,software,2025-05-23,Aido Humanoid,Europe,United Kingdom,9.6,True,Friday,0,0
4122,4.0027,TKT-004122,Critical,software,2025-09-04,Senpai,Europe,United Kingdom,9.87,True,Thursday,0,3
4123,9.7383,TKT-004123,Medium,software,2025-08-09,Aido Humanoid,APAC,Australia,66.91,True,Saturday,0,0
4124,9.485999999999999,TKT-004124,Low,connectivity,2024-12-19,Sentinel Prime AI,APAC,Japan,97.55,True,Thursday,0,0
4125,79.3898,TKT-004125,Medium,mechanical,2026-05-31,Fari,North America,United States,39.23,True,Sunday,1,2
4126,5.0256,TKT-004126,High,navigation,2025-01-27,Aido Humanoid,North America,Canada,35.47,True,Monday,0,1
4127,7.9860999999999995,TKT-004127,Medium,navigation,2025-05-27,Sentinel Prime AI,APAC,Japan,82.32,True,Tuesday,0,1
4128,3.8585,TKT-004128,High,connectivity,2024-10-20,Senpai,North America,United States,23.09,True,Sunday,0,0
4129,22.075300000000002,TKT-004129,High,mechanical,2024-08-27,Senpai,North America,United States,,False,Tuesday,1,0
4130,5.8932,TKT-004130,Medium,connectivity,2025-12-01,Senpai,Europe,Germany,82.47,True,Monday,0,0
4131,8.872300000000001,TKT-004131,Medium,battery,2025-03-05,Aido Humanoid,North America,United States,73.81,True,Wednesday,0,1
4132,23.633899999999997,TKT-004132,Medium,battery,2025-05-23,Sentinel Prime AI,North America,Canada,78.48,True,Friday,1,1
4133,43.712500000000006,TKT-004133,High,battery,2024-06-24,Fari,APAC,Japan,12.87,True,Monday,1,0
4134,3.9545000000000003,TKT-004134,Medium,connectivity,2024-11-16,Aido Rover,Europe,United Kingdom,19.9,True,Saturday,0,0
4135,6.9496,TKT-004135,Medium,software,2025-11-06,Fari,North America,United States,63.17,True,Thursday,0,0
4136,10.7415,TKT-004136,Low,battery,2024-10-11,Sentinel Prime AI,North America,Canada,96.71,True,Friday,0,0
4137,7.866899999999999,TKT-004137,Medium,navigation,2025-08-23,Aido Rover,APAC,Japan,7.02,True,Saturday,0,0
4138,4.9857,TKT-004138,Medium,mechanical,2024-12-10,Aido Rover,APAC,Japan,68.65,True,Tuesday,0,0
4139,3.8655,TKT-004139,Low,navigation,2026-01-11,Aido Humanoid,Europe,Germany,127.94,True,Sunday,0,0
4140,6.7922,TKT-004140,Medium,connectivity,2024-06-27,Senpai,APAC,Japan,36.48,True,Thursday,0,1
4141,40.4739,TKT-004141,High,mechanical,2025-11-06,Senpai,North America,Canada,10.8,True,Thursday,1,0
4142,17.9848,TKT-004142,Low,navigation,2024-08-19,Aido Humanoid,North America,Canada,211.79,True,Monday,0,1
4143,4.1536,TKT-004143,Medium,navigation,2026-02-02,Aido Rover,Europe,Germany,70.92,True,Monday,0,1
4144,31.5029,TKT-004144,Low,software,2025-02-20,Fari,North America,United States,1.61,True,Thursday,0,1
4145,8.673,TKT-004145,Low,mechanical,2025-05-09,Aido Rover,North America,United States,180.01,True,Friday,0,1
4146,33.191399999999994,TKT-004146,Medium,navigation,2026-05-08,Aido Rover,APAC,Japan,31.68,True,Friday,1,1
4147,37.6014,TKT-004147,Medium,mechanical,2026-02-04,Aido Rover,APAC,Japan,,False,Wednesday,1,1
4148,6.883,TKT-004148,Medium,navigation,2024-10-10,Aido Rover,North America,Canada,,False,Thursday,0,0
4149,7.6012,TKT-004149,Medium,connectivity,2025-04-30,Fari,North America,Canada,61.7,True,Wednesday,0,1
4150,5.6546,TKT-004150,Medium,software,2024-12-28,Aido Humanoid,North America,United States,61.54,True,Saturday,0,1
4151,16.1439,TKT-004151,Medium,battery,2025-11-23,Senpai,North America,United States,27.79,True,Sunday,1,0
4152,84.1442,TKT-004152,Low,mechanical,2024-08-08,Senpai,North America,United States,96.2,True,Thursday,1,0
4153,109.22349999999999,TKT-004153,Low,battery,2024-11-25,Aido Rover,North America,United States,128.31,True,Monday,1,0
4154,19.901500000000002,TKT-004154,High,battery,2025-06-30,Aido Humanoid,North America,United States,23.59,True,Monday,1,0
4155,40.5281,TKT-004155,Medium,navigation,2025-07-23,Senpai,North America,Canada,68.99,True,Wednesday,1,0
4156,54.524,TKT-004156,Low,mechanical,2025-06-22,Senpai,North America,Canada,102.28,True,Sunday,1,0
4157,9.6926,TKT-004157,Low,software,2024-12-09,Senpai,North America,Canada,77.69,True,Monday,0,1
4158,15.5222,TKT-004158,Low,connectivity,2024-08-30,Senpai,Europe,Germany,146.98,True,Friday,0,1
4159,7.8188,TKT-004159,Medium,connectivity,2025-04-28,Senpai,Europe,Germany,19.89,True,Monday,0,0
4160,14.495099999999999,TKT-004160,High,battery,2025-04-28,Aido Rover,Europe,Germany,19.92,True,Monday,1,1
4161,12.426,TKT-004161,High,mechanical,2025-12-11,Fari,North America,United States,13.39,True,Thursday,1,1
4162,7.7547,TKT-004162,Critical,software,2024-07-28,Aido Humanoid,North America,United States,2.44,True,Sunday,0,0
4163,6.7086,TKT-004163,High,mechanical,2025-01-31,Senpai,Europe,United Kingdom,31.47,True,Friday,0,0
4164,5.131,TKT-004164,Medium,software,2025-08-10,Sentinel Prime AI,APAC,Japan,90.78,True,Sunday,0,2
4165,7.6128,TKT-004165,Medium,software,2024-08-21,Aido Rover,APAC,Australia,53.34,True,Wednesday,0,1
4166,67.539,TKT-004166,Low,battery,2024-08-13,Senpai,APAC,Australia,184.84,True,Tuesday,1,0
4167,6.4578,TKT-004167,Medium,navigation,2025-02-02,Fari,Europe,United Kingdom,105.26,True,Sunday,0,0
4168,60.6856,TKT-004168,Medium,battery,2025-09-06,Sentinel Prime AI,APAC,Australia,83.77,True,Saturday,1,0
4169,72.7552,TKT-004169,Medium,battery,2025-12-27,Aido Rover,APAC,Japan,,False,Saturday,1,0
4170,5.5482000000000005,TKT-004170,Low,navigation,2024-06-27,Senpai,North America,United States,11.37,True,Thursday,0,0
4171,9.9124,TKT-004171,Low,navigation,2024-08-06,Fari,North America,United States,137.23,True,Tuesday,0,0
4172,9.454900000000002,TKT-004172,High,navigation,2024-09-26,Aido Rover,North America,Canada,16.66,True,Thursday,0,1
4173,15.2307,TKT-004173,Medium,battery,2026-01-18,Sentinel Prime AI,Europe,United Kingdom,10.69,True,Sunday,1,0
4174,8.4602,TKT-004174,Low,mechanical,2025-02-07,Sentinel Prime AI,North America,United States,140.47,True,Friday,0,2
4175,62.307900000000004,TKT-004175,Medium,navigation,2025-06-12,Fari,Europe,United Kingdom,,False,Thursday,1,0
4176,82.69640000000001,TKT-004176,Medium,mechanical,2025-11-07,Fari,North America,United States,75.24,True,Friday,1,0
4177,57.9871,TKT-004177,Medium,battery,2025-01-19,Aido Rover,North America,Canada,113.98,True,Sunday,1,0
4178,5.9157,TKT-004178,High,battery,2024-11-01,Senpai,Europe,Germany,,False,Friday,0,1
4179,17.0139,TKT-004179,Low,connectivity,2025-01-24,Senpai,Europe,United Kingdom,131.39,True,Friday,0,0
4180,34.6054,TKT-004180,Medium,battery,2025-12-18,Senpai,APAC,Japan,57.25,True,Thursday,1,2
4181,8.6857,TKT-004181,Medium,connectivity,2025-03-04,Senpai,North America,Canada,40.31,True,Tuesday,0,1
4182,6.7957,TKT-004182,Low,connectivity,2026-05-10,Fari,North America,United States,75.79,True,Sunday,0,0
4183,5.25,TKT-004183,High,software,2025-09-11,Fari,North America,Canada,11.83,True,Thursday,0,0
4184,60.700300000000006,TKT-004184,Medium,battery,2025-09-06,Fari,North America,United States,33.82,True,Saturday,1,0
4185,10.8777,TKT-004185,High,connectivity,2026-01-24,Aido Humanoid,APAC,Japan,21.82,True,Saturday,0,2
4186,3.7612000000000005,TKT-004186,Low,software,2024-06-08,Senpai,APAC,Australia,144.95,True,Saturday,0,0
4187,17.1042,TKT-004187,Medium,navigation,2026-04-14,Sentinel Prime AI,Europe,Germany,1.63,True,Tuesday,1,2
4188,3.4707,TKT-004188,Medium,connectivity,2026-02-17,Aido Rover,North America,United States,50.96,True,Tuesday,0,0
4189,47.429199999999994,TKT-004189,High,mechanical,2025-10-11,Sentinel Prime AI,North America,United States,17.53,True,Saturday,1,0
4190,4.0252,TKT-004190,Medium,software,2025-11-19,Fari,North America,Canada,53.97,True,Wednesday,0,0
4191,7.4083000000000006,TKT-004191,Low,connectivity,2025-02-12,Sentinel Prime AI,North America,United States,26.51,True,Wednesday,0,0
4192,20.9318,TKT-004192,Low,mechanical,2025-07-08,Aido Humanoid,Europe,Germany,59.69,True,Tuesday,1,0
4193,5.954300000000001,TKT-004193,High,connectivity,2025-07-10,Aido Humanoid,North America,Canada,,False,Thursday,0,1
4194,73.2831,TKT-004194,Medium,navigation,2025-07-03,Aido Humanoid,Europe,United Kingdom,,False,Thursday,1,1
4195,7.5165,TKT-004195,High,mechanical,2025-07-21,Aido Rover,Europe,Germany,2.84,True,Monday,0,0
4196,4.245,TKT-004196,Medium,software,2025-03-28,Fari,APAC,Japan,1.78,True,Friday,0,0
4197,108.73140000000001,TKT-004197,Medium,connectivity,2025-01-24,Aido Rover,APAC,Australia,59.89,True,Friday,1,2
4198,5.4107,TKT-004198,High,navigation,2025-10-21,Fari,Europe,United Kingdom,14.35,True,Tuesday,0,1
4199,3.3532,TKT-004199,Medium,battery,2024-07-08,Aido Rover,North America,United States,52.85,True,Monday,0,0
4200,23.3929,TKT-004200,High,battery,2024-11-01,Aido Humanoid,Europe,Germany,6.11,True,Friday,1,1
4201,5.3228,TKT-004201,Medium,navigation,2025-08-23,Sentinel Prime AI,Europe,Germany,,False,Saturday,0,1
4202,11.7922,TKT-004202,Medium,connectivity,2025-11-10,Sentinel Prime AI,Europe,Germany,61.73,True,Monday,0,0
4203,3.077,TKT-004203,High,battery,2025-06-08,Sentinel Prime AI,APAC,Australia,32.88,True,Sunday,0,1
4204,119.9369,TKT-004204,Low,battery,2025-07-12,Sentinel Prime AI,APAC,Japan,157.65,True,Saturday,1,0
4205,5.3029,TKT-004205,High,software,2024-06-20,Sentinel Prime AI,North America,United States,12.49,True,Thursday,0,1
4206,3.6585,TKT-004206,High,battery,2025-03-11,Senpai,APAC,Australia,,False,Tuesday,0,1
4207,3.4636,TKT-004207,Critical,software,2026-02-04,Aido Humanoid,Europe,United Kingdom,3.18,True,Wednesday,0,0
4208,7.9694,TKT-004208,Medium,software,2026-02-22,Fari,North America,Canada,46.12,True,Sunday,0,0
4209,7.8447,TKT-004209,Low,battery,2025-05-07,Fari,North America,Canada,7.11,True,Wednesday,0,0
4210,4.6034,TKT-004210,Medium,mechanical,2026-04-14,Aido Humanoid,Europe,Germany,23.59,True,Tuesday,0,0
4211,57.9705,TKT-004211,Medium,navigation,2024-11-23,Senpai,North America,United States,57.31,True,Saturday,1,1
4212,3.6048,TKT-004212,High,connectivity,2024-07-20,Fari,North America,Canada,13.65,True,Saturday,0,0
4213,24.9342,TKT-004213,Medium,navigation,2024-09-10,Senpai,North America,Canada,21.83,True,Tuesday,1,0
4214,31.9002,TKT-004214,Low,battery,2026-03-06,Senpai,Europe,Germany,154.12,True,Friday,1,1
4215,4.3714,TKT-004215,Medium,mechanical,2026-03-16,Sentinel Prime AI,North America,United States,,False,Monday,0,1
4216,6.1438,TKT-004216,High,connectivity,2025-07-27,Aido Humanoid,North America,United States,8.44,True,Sunday,0,3
4217,18.5443,TKT-004217,Low,mechanical,2024-10-25,Aido Rover,APAC,Japan,71.08,True,Friday,0,2
4218,2.0475000000000003,TKT-004218,High,software,2024-06-01,Aido Rover,APAC,Australia,,False,Saturday,0,0
4219,44.251400000000004,TKT-004219,Critical,connectivity,2026-01-20,Sentinel Prime AI,APAC,Australia,10.49,True,Tuesday,1,0
4220,10.972900000000001,TKT-004220,Low,connectivity,2024-11-26,Sentinel Prime AI,Europe,Germany,215.37,True,Tuesday,0,1
4221,3.1174999999999997,TKT-004221,Medium,battery,2025-07-22,Fari,APAC,Japan,33.89,True,Tuesday,0,1
4222,11.9672,TKT-004222,Medium,connectivity,2026-01-11,Aido Rover,North America,United States,61.35,True,Sunday,0,1
4223,3.9268,TKT-004223,High,software,2024-12-10,Aido Humanoid,North America,United States,27.32,True,Tuesday,0,0
4224,113.5185,TKT-004224,High,navigation,2025-11-12,Aido Humanoid,North America,United States,26.68,True,Wednesday,1,1
4225,6.1396,TKT-004225,Low,software,2025-06-17,Senpai,North America,Canada,86.28,True,Tuesday,0,3
4226,2.5875000000000004,TKT-004226,Medium,software,2025-06-13,Aido Rover,APAC,Japan,3.3,True,Friday,0,1
4227,60.977000000000004,TKT-004227,Medium,connectivity,2025-02-18,Aido Humanoid,Europe,Germany,53.43,True,Tuesday,1,0
4228,9.3205,TKT-004228,Medium,navigation,2026-04-17,Aido Humanoid,APAC,Australia,41.08,True,Friday,0,0
4229,2.6717,TKT-004229,Critical,connectivity,2025-06-27,Aido Humanoid,Europe,Germany,,False,Friday,0,0
4230,9.7307,TKT-004230,Low,software,2026-05-25,Senpai,APAC,Australia,31.91,True,Monday,0,0
4231,5.0502,TKT-004231,Low,connectivity,2025-01-19,Aido Humanoid,APAC,Australia,184.35,True,Sunday,0,0
4232,6.9599,TKT-004232,Low,connectivity,2024-12-09,Aido Humanoid,APAC,Japan,78.81,True,Monday,0,0
4233,12.4591,TKT-004233,Medium,mechanical,2025-05-25,Aido Humanoid,North America,United States,,False,Sunday,0,0
4234,53.889799999999994,TKT-004234,High,battery,2024-08-01,Sentinel Prime AI,North America,United States,35.48,True,Thursday,1,0
4235,39.0231,TKT-004235,Medium,mechanical,2026-01-22,Aido Humanoid,Europe,United Kingdom,53.61,True,Thursday,1,1
4236,4.196199999999999,TKT-004236,Low,software,2026-04-23,Fari,North America,Canada,103.96,True,Thursday,0,0
4237,54.5625,TKT-004237,Medium,battery,2024-07-28,Senpai,Europe,United Kingdom,44.59,True,Sunday,1,3
4238,49.316700000000004,TKT-004238,Low,mechanical,2024-09-08,Senpai,Europe,United Kingdom,136.73,True,Sunday,1,0
4239,49.0931,TKT-004239,Low,battery,2024-08-21,Senpai,APAC,Australia,169.81,True,Wednesday,1,0
4240,11.1287,TKT-004240,Medium,battery,2025-10-14,Senpai,North America,Canada,17.52,True,Tuesday,0,2
4241,35.3923,TKT-004241,Medium,mechanical,2026-01-12,Fari,APAC,Japan,12.44,True,Monday,1,0
4242,5.471299999999999,TKT-004242,Medium,software,2024-08-01,Sentinel Prime AI,APAC,Australia,63.1,True,Thursday,0,0
4243,14.8844,TKT-004243,Medium,software,2025-07-20,Sentinel Prime AI,North America,United States,57.98,True,Sunday,0,0
4244,84.4046,TKT-004244,Low,navigation,2025-10-12,Sentinel Prime AI,North America,United States,124.17,True,Sunday,1,0
4245,60.2602,TKT-004245,Medium,battery,2025-07-25,Aido Rover,Europe,United Kingdom,27.2,True,Friday,1,0
4246,53.2459,TKT-004246,Medium,navigation,2025-01-08,Fari,North America,United States,43.38,True,Wednesday,1,1
4247,52.5422,TKT-004247,Medium,navigation,2026-01-09,Aido Humanoid,Europe,Germany,47.65,True,Friday,1,0
4248,5.5473,TKT-004248,Medium,connectivity,2025-10-06,Senpai,North America,United States,,False,Monday,0,1
4249,7.871,TKT-004249,Medium,connectivity,2025-11-17,Aido Humanoid,Europe,United Kingdom,38.08,True,Monday,0,1
4250,55.76349999999999,TKT-004250,Low,mechanical,2026-01-28,Aido Rover,APAC,Australia,66.22,True,Wednesday,1,2
4251,35.7346,TKT-004251,Medium,navigation,2024-10-06,Aido Humanoid,North America,Canada,82.57,True,Sunday,1,0
4252,10.0501,TKT-004252,High,connectivity,2025-07-21,Aido Humanoid,Europe,Germany,,False,Monday,0,1
4253,4.1565,TKT-004253,Medium,battery,2024-06-24,Aido Humanoid,APAC,Australia,,False,Monday,0,0
4254,22.8793,TKT-004254,Medium,mechanical,2026-01-11,Aido Humanoid,North America,Canada,24.66,True,Sunday,1,0
4255,6.1306,TKT-004255,Medium,connectivity,2025-10-03,Sentinel Prime AI,Europe,Germany,38.79,True,Friday,0,0
4256,105.3105,TKT-004256,High,mechanical,2025-01-24,Aido Rover,North America,United States,30.93,True,Friday,1,0
4257,112.4612,TKT-004257,Low,battery,2025-04-18,Fari,North America,United States,120.05,True,Friday,1,0
4258,21.4651,TKT-004258,Critical,battery,2025-01-12,Fari,APAC,Australia,6.1,True,Sunday,1,0
4259,2.5046,TKT-004259,High,software,2026-03-01,Aido Rover,Europe,Germany,19.93,True,Sunday,0,0
4260,5.3147,TKT-004260,Low,software,2025-10-17,Aido Rover,North America,United States,63.72,True,Friday,0,0
4261,9.5554,TKT-004261,High,software,2024-09-17,Aido Rover,Europe,Germany,,False,Tuesday,0,0
4262,16.756700000000002,TKT-004262,Medium,software,2025-11-19,Sentinel Prime AI,APAC,Japan,50.76,True,Wednesday,0,0
4263,5.707,TKT-004263,Low,navigation,2025-10-23,Fari,Europe,Germany,119.98,True,Thursday,0,2
4264,3.768,TKT-004264,High,connectivity,2025-06-19,Fari,North America,Canada,18.31,True,Thursday,0,0
4265,42.902300000000004,TKT-004265,Medium,mechanical,2025-01-21,Fari,Europe,United Kingdom,63.8,True,Tuesday,1,0
4266,38.1309,TKT-004266,Low,mechanical,2026-02-22,Senpai,North America,Canada,,False,Sunday,1,2
4267,11.0837,TKT-004267,Medium,navigation,2025-06-02,Senpai,North America,United States,29.91,True,Monday,0,0
4268,5.8675999999999995,TKT-004268,Medium,navigation,2024-12-27,Senpai,North America,United States,26.82,True,Friday,0,1
4269,13.4122,TKT-004269,Medium,mechanical,2024-09-02,Aido Humanoid,Europe,Germany,69.65,True,Monday,0,0
4270,34.885799999999996,TKT-004270,High,mechanical,2025-02-02,Aido Rover,Europe,Germany,16.57,True,Sunday,1,0
4271,15.163199999999998,TKT-004271,Low,software,2026-03-15,Fari,APAC,Australia,121.87,True,Sunday,0,1
4272,33.4559,TKT-004272,Low,navigation,2025-12-16,Sentinel Prime AI,North America,United States,82.74,True,Tuesday,1,2
4273,8.5866,TKT-004273,Medium,software,2026-02-22,Fari,Europe,United Kingdom,60.44,True,Sunday,0,1
4274,32.6293,TKT-004274,Medium,navigation,2025-12-04,Fari,APAC,Australia,42.87,True,Thursday,1,3
4275,109.6019,TKT-004275,Low,software,2024-06-26,Senpai,Europe,Germany,112.9,True,Wednesday,1,0
4276,12.224,TKT-004276,Low,software,2025-05-13,Aido Rover,Europe,Germany,78.92,True,Tuesday,0,0
4277,11.8339,TKT-004277,Medium,mechanical,2025-04-09,Sentinel Prime AI,North America,Canada,33.18,True,Wednesday,0,1
4278,3.1546,TKT-004278,High,software,2026-05-10,Aido Rover,North America,United States,21.27,True,Sunday,0,1
4279,4.1258,TKT-004279,Medium,mechanical,2026-03-31,Aido Humanoid,North America,United States,42.36,True,Tuesday,0,0
4280,7.104099999999999,TKT-004280,Medium,navigation,2025-12-19,Sentinel Prime AI,Europe,United Kingdom,25.43,True,Friday,0,0
4281,12.050600000000001,TKT-004281,Medium,mechanical,2025-08-30,Fari,North America,United States,67.98,True,Saturday,0,0
4282,31.2613,TKT-004282,Medium,mechanical,2025-06-04,Senpai,North America,Canada,82.47,True,Wednesday,1,0
4283,26.9858,TKT-004283,Medium,battery,2025-11-16,Sentinel Prime AI,Europe,United Kingdom,105.94,True,Sunday,1,1
