ticket_key,opened_date_key,closed_date_key,product_key,customer_key,geography_key,ticket_id,severity,category,resolution_hours,is_resolved,csat_score
3781,20240712,20240714,1,625,2,TKT-003781,Medium,software,57.81,True,4
3782,20260314,20260320,3,836,10,TKT-003782,Low,navigation,158.84,True,4
3783,20250521,20250523,2,811,13,TKT-003783,Medium,mechanical,63.09,True,4
3784,20250614,20250615,5,840,4,TKT-003784,Medium,connectivity,40.21,True,3
3785,20250601,,3,493,9,TKT-003785,High,mechanical,,False,
3786,20250204,,3,847,13,TKT-003786,Medium,mechanical,,False,
3787,20260406,20260406,3,831,11,TKT-003787,High,navigation,18.19,True,4
3788,20251128,20251128,5,143,8,TKT-003788,High,mechanical,20.23,True,3
3789,20251231,20251231,4,632,13,TKT-003789,High,software,4.67,True,3
3790,20250913,,5,908,7,TKT-003790,High,mechanical,,False,
3791,20260326,20260326,4,295,9,TKT-003791,Critical,connectivity,6.37,True,5
3792,20241217,20241219,2,573,9,TKT-003792,Medium,mechanical,66.2,True,4
3793,20250329,20250330,1,561,10,TKT-003793,Medium,software,47.14,True,4
3794,20260223,20260224,2,636,3,TKT-003794,High,connectivity,28.77,True,4
3795,20240624,20240625,2,84,3,TKT-003795,Medium,software,47.03,True,5
3796,20251110,20251115,5,654,2,TKT-003796,Medium,connectivity,125.78,True,5
3797,20260225,20260226,4,342,12,TKT-003797,High,software,24.41,True,4
3798,20251009,20251016,5,790,3,TKT-003798,Low,connectivity,174.35,True,5
3799,20240917,20240917,5,675,12,TKT-003799,Critical,battery,8.58,True,5
3800,20250527,20250527,2,253,10,TKT-003800,High,mechanical,20.12,True,4
3801,20260315,20260315,3,144,2,TKT-003801,High,navigation,17.76,True,2
3802,20250526,20250527,3,604,10,TKT-003802,Medium,software,24.52,True,2
3803,20250426,20250430,2,359,7,TKT-003803,Medium,mechanical,97.05,True,2
3804,20250330,20250330,3,503,9,TKT-003804,High,battery,20.02,True,5
3805,20250922,20250924,2,219,13,TKT-003805,Low,software,50.28,True,1
3806,20260204,20260205,4,505,5,TKT-003806,Medium,connectivity,43.72,True,5
3807,20260401,20260402,1,553,6,TKT-003807,High,connectivity,29.89,True,4
3808,20251104,20251104,3,132,2,TKT-003808,Medium,mechanical,8.14,True,4
3809,20240917,20240917,4,282,7,TKT-003809,Medium,connectivity,8.07,True,2
3810,20251211,20251211,1,327,9,TKT-003810,High,software,15.55,True,4
3811,20250818,20250823,5,295,9,TKT-003811,Low,connectivity,136.77,True,2
3812,20260528,,4,711,12,TKT-003812,Medium,mechanical,,False,
3813,20250118,20250120,4,540,9,TKT-003813,Low,software,70.98,True,5
3814,20240630,,3,302,1,TKT-003814,High,software,,False,
3815,20250729,20250730,1,658,6,TKT-003815,Medium,mechanical,41.25,True,2
3816,20250305,20250306,3,713,1,TKT-003816,High,connectivity,26.87,True,4
3817,20250209,20250212,2,319,3,TKT-003817,Medium,mechanical,73.14,True,5
3818,20251120,20251122,4,288,2,TKT-003818,Medium,software,57.94,True,3
3819,20251014,20251015,5,64,1,TKT-003819,Medium,battery,29.41,True,5
3820,20250221,20250223,1,421,4,TKT-003820,Medium,battery,62.8,True,3
3821,20251012,20251013,4,683,10,TKT-003821,Medium,navigation,41.26,True,5
3822,20251004,20251004,5,527,2,TKT-003822,High,mechanical,8.99,True,4
3823,20240712,,5,436,8,TKT-003823,Low,navigation,,False,
3824,20250225,20250225,3,610,2,TKT-003824,High,software,22.16,True,5
3825,20251109,20251112,3,841,7,TKT-003825,Low,mechanical,86.11,True,5
3826,20240713,20240714,4,154,4,TKT-003826,Medium,software,35.83,True,4
3827,20251209,20251214,5,230,6,TKT-003827,Low,software,137.05,True,5
3828,20241011,20241012,2,485,1,TKT-003828,Medium,connectivity,36.81,True,4
3829,20260219,20260219,3,921,8,TKT-003829,High,mechanical,20.01,True,1
3830,20250121,20250123,1,75,13,TKT-003830,Medium,navigation,60.11,True,3
3831,20241103,20241105,2,413,8,TKT-003831,Low,navigation,68.79,True,4
3832,20251122,20251123,2,108,13,TKT-003832,Medium,battery,25.69,True,3
3833,20250410,,5,632,13,TKT-003833,Medium,mechanical,,False,
3834,20240909,20240918,1,445,14,TKT-003834,Low,battery,219.91,True,5
3835,20250326,20250326,4,502,10,TKT-003835,High,battery,8.01,True,1
3836,20240904,20240906,5,527,2,TKT-003836,Medium,battery,49.14,True,4
3837,20260104,20260107,1,478,10,TKT-003837,Low,battery,83.9,True,4
3838,20250226,20250228,4,943,4,TKT-003838,Medium,connectivity,51.98,True,5
3839,20251107,20251111,3,274,3,TKT-003839,Low,navigation,109.18,True,4
3840,20240818,20240820,4,23,9,TKT-003840,Medium,navigation,66.09,True,5
3841,20260222,20260227,2,738,10,TKT-003841,Low,mechanical,120.46,True,4
3842,20250415,20250418,4,405,5,TKT-003842,Medium,mechanical,82.82,True,5
3843,20250924,20250925,4,875,12,TKT-003843,Low,connectivity,47.13,True,4
3844,20250120,20250121,5,243,3,TKT-003844,Medium,battery,38.78,True,3
3845,20240604,20240606,4,655,3,TKT-003845,Medium,connectivity,59.32,True,3
3846,20260401,20260401,3,220,10,TKT-003846,Medium,software,20.85,True,4
3847,20260125,20260125,1,727,2,TKT-003847,Critical,software,4.71,True,4
3848,20240904,20240909,5,293,6,TKT-003848,Low,battery,131.25,True,2
3849,20250523,20250525,2,876,14,TKT-003849,Medium,navigation,62.45,True,4
3850,20240615,,3,980,12,TKT-003850,Medium,mechanical,,False,
3851,20250803,20250807,4,465,9,TKT-003851,Low,connectivity,110.74,True,4
3852,20260330,20260331,5,924,4,TKT-003852,High,navigation,24.2,True,4
3853,20260103,20260105,5,599,11,TKT-003853,Medium,battery,63.41,True,2
3854,20251203,,5,342,12,TKT-003854,Low,connectivity,,False,
3855,20241001,20241001,4,528,9,TKT-003855,High,mechanical,10.82,True,4
3856,20241207,20241208,2,299,9,TKT-003856,Low,navigation,38.9,True,2
3857,20250127,,4,182,2,TKT-003857,Medium,mechanical,,False,
3858,20250402,20250404,1,967,11,TKT-003858,Medium,navigation,71.69,True,3
3859,20250907,20250907,1,625,2,TKT-003859,Medium,connectivity,17.68,True,5
3860,20250325,20250327,3,530,12,TKT-003860,Medium,battery,59.5,True,5
3861,20260511,,3,175,3,TKT-003861,Low,mechanical,,False,
3862,20250408,20250410,4,672,10,TKT-003862,Medium,mechanical,53.77,True,4
3863,20250416,20250416,5,181,6,TKT-003863,Medium,navigation,5.79,True,5
3864,20250802,20250802,2,176,12,TKT-003864,High,connectivity,14.54,True,5
3865,20240919,20240922,1,564,3,TKT-003865,Medium,connectivity,75.2,True,4
3866,20250108,20250109,5,941,6,TKT-003866,Medium,mechanical,26.91,True,4
3867,20240917,20240917,4,479,11,TKT-003867,High,software,8.08,True,5
3868,20250226,20250227,5,26,1,TKT-003868,Medium,mechanical,25.0,True,4
3869,20240602,,2,167,8,TKT-003869,Low,software,,False,
3870,20240712,20240717,2,364,13,TKT-003870,Low,battery,122.04,True,4
3871,20250524,20250526,5,878,10,TKT-003871,Medium,mechanical,50.78,True,4
3872,20251227,20251228,2,324,4,TKT-003872,Medium,mechanical,29.3,True,5
3873,20250113,20250113,3,883,5,TKT-003873,High,battery,5.84,True,5
3874,20250923,20250926,5,585,7,TKT-003874,Medium,battery,78.15,True,3
3875,20260527,20260527,2,470,10,TKT-003875,Critical,battery,3.48,True,3
3876,20240804,20240804,3,370,12,TKT-003876,High,connectivity,19.15,True,2
3877,20240712,20240712,1,86,7,TKT-003877,High,connectivity,8.82,True,3
3878,20251024,20251025,2,944,6,TKT-003878,Low,mechanical,39.26,True,4
3879,20241021,20241022,3,716,8,TKT-003879,Medium,mechanical,46.27,True,5
3880,20250708,20250708,1,980,12,TKT-003880,Medium,navigation,21.81,True,4
3881,20250928,20250928,5,665,4,TKT-003881,High,connectivity,16.0,True,1
3882,20240623,20240623,2,924,4,TKT-003882,Critical,mechanical,4.46,True,5
3883,20260417,20260420,1,17,7,TKT-003883,Medium,battery,73.47,True,4
3884,20250702,20250702,5,425,1,TKT-003884,High,navigation,16.44,True,4
3885,20250712,20250718,4,919,13,TKT-003885,Low,connectivity,164.31,True,5
3886,20241231,20250103,5,622,14,TKT-003886,Low,connectivity,95.14,True,4
3887,20241004,20241006,1,472,8,TKT-003887,Medium,software,51.19,True,3
3888,20250727,20250731,1,758,10,TKT-003888,Low,mechanical,114.71,True,3
3889,20241116,,5,421,4,TKT-003889,High,mechanical,,False,
3890,20250920,20250920,2,123,7,TKT-003890,Medium,mechanical,20.49,True,4
3891,20251014,20251016,2,679,13,TKT-003891,Medium,navigation,58.8,True,2
3892,20260127,20260127,1,45,4,TKT-003892,Critical,mechanical,7.48,True,2
3893,20251003,20251005,2,429,13,TKT-003893,Medium,software,59.4,True,5
3894,20251124,20251125,1,421,4,TKT-003894,Medium,connectivity,27.69,True,4
3895,20241105,20241106,4,193,10,TKT-003895,High,mechanical,27.08,True,5
3896,20250206,20250208,5,602,13,TKT-003896,Low,software,61.85,True,4
3897,20241112,20241112,1,7,1,TKT-003897,Medium,mechanical,15.31,True,4
3898,20251022,20251023,2,23,9,TKT-003898,High,navigation,33.11,True,4
3899,20250222,20250222,5,916,8,TKT-003899,High,software,16.09,True,1
3900,20251003,20251003,1,227,9,TKT-003900,Medium,mechanical,5.24,True,3
3901,20250210,20250210,5,790,3,TKT-003901,Critical,navigation,3.72,True,4
3902,20240808,20240809,1,707,4,TKT-003902,High,software,33.17,True,3
3903,20241216,20241216,4,334,3,TKT-003903,Critical,battery,7.37,True,5
3904,20241025,20241029,4,162,11,TKT-003904,Low,navigation,112.31,True,3
3905,20240927,20240928,3,58,7,TKT-003905,Medium,mechanical,34.6,True,4
3906,20260424,20260425,4,572,10,TKT-003906,Medium,connectivity,45.97,True,5
3907,20240908,20240913,3,367,12,TKT-003907,Low,battery,141.49,True,3
3908,20251205,20251209,5,405,5,TKT-003908,Low,software,115.86,True,5
3909,20240728,,5,288,2,TKT-003909,Low,navigation,,False,
3910,20241127,,4,679,13,TKT-003910,Low,connectivity,,False,
3911,20241114,20241114,3,401,11,TKT-003911,High,navigation,15.27,True,4
3912,20250327,20250327,5,576,11,TKT-003912,High,connectivity,21.91,True,5
3913,20250122,20250124,1,634,5,TKT-003913,Low,navigation,49.41,True,3
3914,20240808,20240809,2,667,11,TKT-003914,Low,navigation,41.62,True,3
3915,20241010,20241011,3,321,6,TKT-003915,Medium,mechanical,44.37,True,3
3916,20250714,20250714,3,59,2,TKT-003916,High,connectivity,14.95,True,5
3917,20241230,20250101,4,3,10,TKT-003917,Medium,mechanical,67.64,True,3
3918,20241226,20241228,3,89,5,TKT-003918,Low,battery,50.15,True,5
3919,20250411,20250412,1,780,8,TKT-003919,Medium,software,35.13,True,4
3920,20251026,20251026,2,548,10,TKT-003920,Medium,battery,7.11,True,5
3921,20260407,,4,923,1,TKT-003921,Medium,mechanical,,False,
3922,20250408,20250408,4,511,14,TKT-003922,Critical,mechanical,4.65,True,5
3923,20250620,,1,220,10,TKT-003923,Critical,battery,,False,
3924,20240713,,2,266,5,TKT-003924,Low,navigation,,False,
3925,20250913,20250913,3,889,12,TKT-003925,Critical,software,9.58,True,2
3926,20240928,20240928,1,652,2,TKT-003926,Critical,battery,7.6,True,4
3927,20250828,20250828,2,722,1,TKT-003927,Medium,battery,2.18,True,5
3928,20241225,20241226,5,639,3,TKT-003928,Medium,battery,43.88,True,3
3929,20250109,20250113,4,549,11,TKT-003929,Low,software,102.36,True,4
3930,20241003,20241008,1,320,3,TKT-003930,Low,navigation,127.05,True,4
3931,20240705,20240705,1,610,2,TKT-003931,High,mechanical,23.54,True,3
3932,20241218,20241218,5,6,10,TKT-003932,High,connectivity,20.35,True,5
3933,20250402,20250408,4,776,2,TKT-003933,Low,battery,146.42,True,5
3934,20250709,20250714,5,723,13,TKT-003934,Low,connectivity,133.71,True,4
3935,20260330,20260331,3,737,6,TKT-003935,Medium,software,34.2,True,3
3936,20250710,20250713,3,954,1,TKT-003936,Medium,connectivity,85.95,True,2
3937,20250307,20250309,5,951,9,TKT-003937,Medium,connectivity,50.57,True,2
3938,20260318,20260321,2,212,5,TKT-003938,Medium,battery,77.14,True,5
3939,20250928,20251002,4,455,1,TKT-003939,Medium,software,97.25,True,4
3940,20241206,20241208,5,738,10,TKT-003940,Medium,connectivity,68.23,True,4
3941,20260412,20260413,5,357,12,TKT-003941,Medium,mechanical,32.85,True,5
3942,20250117,,4,514,3,TKT-003942,Low,battery,,False,
3943,20250406,20250410,5,342,12,TKT-003943,Low,connectivity,112.2,True,4
3944,20250801,20250801,4,711,12,TKT-003944,Critical,software,3.23,True,4
3945,20240727,20240727,1,661,5,TKT-003945,Critical,navigation,6.75,True,2
3946,20250118,20250120,4,566,13,TKT-003946,Low,software,63.89,True,3
3947,20250825,20250826,5,114,7,TKT-003947,Medium,navigation,45.34,True,5
3948,20260328,20260401,2,895,5,TKT-003948,Low,navigation,114.16,True,3
3949,20250508,20250509,3,453,11,TKT-003949,Medium,battery,33.55,True,4
3950,20251113,,4,292,10,TKT-003950,Medium,connectivity,,False,
3951,20260429,20260502,4,440,12,TKT-003951,Low,software,95.23,True,5
3952,20240625,20240629,3,64,1,TKT-003952,Low,navigation,105.92,True,1
3953,20241113,20241115,3,711,12,TKT-003953,Medium,mechanical,48.06,True,5
3954,20241119,,1,204,13,TKT-003954,Low,navigation,,False,
3955,20240725,20240728,2,971,11,TKT-003955,Medium,software,86.75,True,5
3956,20240824,20240827,5,777,10,TKT-003956,Medium,connectivity,79.72,True,3
3957,20250421,20250421,2,346,11,TKT-003957,Critical,navigation,8.81,True,3
3958,20260408,20260411,1,909,7,TKT-003958,Medium,battery,81.86,True,4
3959,20250602,20250604,5,376,5,TKT-003959,Low,battery,50.87,True,4
3960,20250423,20250424,4,911,10,TKT-003960,High,navigation,24.91,True,4
3961,20240603,20240605,2,108,13,TKT-003961,Medium,mechanical,64.2,True,5
3962,20250405,20250407,3,421,4,TKT-003962,Medium,software,67.18,True,4
3963,20251021,20251021,3,97,6,TKT-003963,Critical,mechanical,4.23,True,4
3964,20250314,20250320,4,53,4,TKT-003964,Low,connectivity,158.5,True,5
3965,20250114,20250115,3,60,4,TKT-003965,High,battery,35.78,True,4
3966,20241114,20241115,3,733,10,TKT-003966,High,software,31.46,True,5
3967,20251214,20251214,3,755,9,TKT-003967,High,battery,23.54,True,3
3968,20240723,20240727,2,643,12,TKT-003968,Low,software,103.79,True,4
3969,20241020,20241024,1,510,5,TKT-003969,Low,battery,106.78,True,5
3970,20250128,20250128,2,26,1,TKT-003970,High,mechanical,7.81,True,4
3971,20250402,20250403,2,394,2,TKT-003971,Medium,battery,38.48,True,4
3972,20251013,20251015,3,513,3,TKT-003972,Medium,mechanical,48.27,True,5
3973,20251205,20251206,2,523,14,TKT-003973,Low,connectivity,29.78,True,1
3974,20251223,20251227,3,8,10,TKT-003974,Low,mechanical,108.97,True,5
3975,20250930,20251001,2,523,14,TKT-003975,Medium,battery,31.28,True,5
3976,20260214,20260215,3,806,3,TKT-003976,Medium,connectivity,40.44,True,4
3977,20260216,20260217,2,433,12,TKT-003977,High,software,26.46,True,3
3978,20250802,20250805,2,866,10,TKT-003978,Medium,battery,74.63,True,5
3979,20250215,20250217,4,946,2,TKT-003979,Medium,software,48.85,True,4
3980,20260511,20260511,4,200,12,TKT-003980,High,software,12.32,True,5
3981,20240805,20240807,4,860,9,TKT-003981,Medium,battery,66.5,True,3
3982,20251210,20251213,2,864,6,TKT-003982,Low,navigation,89.85,True,1
3983,20260509,20260513,2,747,9,TKT-003983,Low,connectivity,98.92,True,3
3984,20250122,20250123,3,952,10,TKT-003984,Medium,connectivity,47.43,True,5
3985,20250522,20250522,4,947,1,TKT-003985,High,battery,14.06,True,5
3986,20250518,,4,691,7,TKT-003986,Low,software,,False,
3987,20260304,,5,503,9,TKT-003987,High,connectivity,,False,
3988,20251008,20251011,2,423,6,TKT-003988,Medium,connectivity,73.72,True,4
3989,20260105,20260107,4,327,9,TKT-003989,Low,navigation,71.57,True,3
3990,20250417,20250419,1,417,8,TKT-003990,Medium,software,48.82,True,4
3991,20250113,20250114,5,982,1,TKT-003991,Medium,mechanical,41.09,True,2
3992,20260121,20260125,2,396,1,TKT-003992,Low,battery,99.55,True,3
3993,20250514,20250518,5,153,1,TKT-003993,Low,battery,108.01,True,5
3994,20250409,,1,930,5,TKT-003994,High,mechanical,,False,
3995,20250420,20250420,1,19,13,TKT-003995,High,mechanical,9.08,True,4
3996,20251112,20251112,3,28,12,TKT-003996,Medium,software,2.93,True,1
3997,20250924,20250924,5,341,11,TKT-003997,Critical,connectivity,8.76,True,5
3998,20260403,20260403,5,229,3,TKT-003998,High,mechanical,13.38,True,5
3999,20250202,20250202,5,542,3,TKT-003999,Critical,battery,8.51,True,4
4000,20240731,20240802,4,230,6,TKT-004000,Medium,mechanical,70.77,True,3
4001,20240919,20240919,5,626,6,TKT-004001,Low,software,22.43,True,4
4002,20260413,20260418,2,909,7,TKT-004002,Low,navigation,122.85,True,3
4003,20250131,20250205,4,72,2,TKT-004003,Low,connectivity,139.77,True,4
4004,20250826,20250826,2,51,1,TKT-004004,High,connectivity,22.08,True,2
4005,20260422,20260423,1,805,8,TKT-004005,Medium,software,27.51,True,1
4006,20250511,20250512,3,777,10,TKT-004006,Medium,software,27.93,True,4
4007,20250807,20250810,3,807,6,TKT-004007,Medium,navigation,77.51,True,5
4008,20250502,,3,376,5,TKT-004008,Critical,battery,,False,
4009,20250927,20250928,5,772,10,TKT-004009,Medium,battery,31.87,True,4
4010,20251224,20251229,1,396,1,TKT-004010,Low,software,142.68,True,5
4011,20260228,20260302,3,833,6,TKT-004011,Medium,battery,63.82,True,5
4012,20241201,20241201,2,447,5,TKT-004012,Medium,navigation,2.14,True,4
4013,20260421,20260421,4,231,12,TKT-004013,High,mechanical,16.95,True,4
4014,20260309,20260311,1,83,5,TKT-004014,Medium,battery,58.95,True,2
4015,20250510,,3,37,8,TKT-004015,Low,software,,False,
4016,20241117,,4,692,5,TKT-004016,Medium,navigation,,False,
4017,20250126,20250126,4,855,12,TKT-004017,Critical,mechanical,6.71,True,2
4018,20260524,20260524,4,952,10,TKT-004018,High,mechanical,22.69,True,5
4019,20250612,20250613,2,172,7,TKT-004019,Medium,connectivity,27.55,True,2
4020,20260101,20260101,4,8,10,TKT-004020,Critical,navigation,6.24,True,5
4021,20250112,20250112,1,13,5,TKT-004021,Low,software,12.17,True,5
4022,20250521,20250523,5,703,9,TKT-004022,Medium,connectivity,50.03,True,2
4023,20250901,20250901,1,690,1,TKT-004023,Critical,software,6.81,True,4
4024,20240717,20240717,5,478,10,TKT-004024,Critical,connectivity,6.5,True,4
4025,20240725,20240726,4,707,4,TKT-004025,Medium,mechanical,45.83,True,1
4026,20251020,,3,963,14,TKT-004026,Low,battery,,False,
4027,20251107,20251107,1,406,10,TKT-004027,Medium,connectivity,1.73,True,5
4028,20241025,20241028,2,397,4,TKT-004028,Low,navigation,83.06,True,5
4029,20250118,20250122,4,415,12,TKT-004029,Low,mechanical,101.93,True,4
4030,20250510,20250515,3,132,2,TKT-004030,Low,software,125.16,True,1
4031,20250429,,5,573,9,TKT-004031,Medium,mechanical,,False,
4032,20250703,20250706,1,630,9,TKT-004032,Medium,battery,87.77,True,1
4033,20250402,20250402,2,382,4,TKT-004033,Medium,battery,16.32,True,4
4034,20250924,20250924,1,272,12,TKT-004034,High,software,12.44,True,5
4035,20241205,20241205,5,547,4,TKT-004035,High,software,22.34,True,3
4036,20250801,20250805,2,614,7,TKT-004036,Medium,battery,96.54,True,5
4037,20250915,20250920,1,576,11,TKT-004037,Low,battery,124.7,True,3
4038,20250615,20250615,2,448,5,TKT-004038,High,connectivity,12.53,True,5
4039,20250424,20250424,4,42,11,TKT-004039,Low,connectivity,13.56,True,4
4040,20250519,20250521,1,570,3,TKT-004040,Medium,navigation,50.0,True,5
4041,20250221,20250224,1,991,1,TKT-004041,Medium,software,73.81,True,4
4042,20250909,20250910,3,970,3,TKT-004042,Low,mechanical,36.7,True,5
4043,20240709,20240709,3,391,4,TKT-004043,Medium,software,5.1,True,4
4044,20251027,20251030,1,85,10,TKT-004044,Low,navigation,73.83,True,4
4045,20250922,,4,945,11,TKT-004045,High,software,,False,
4046,20260122,20260123,5,696,12,TKT-004046,Medium,navigation,43.67,True,1
4047,20250623,20250626,4,958,3,TKT-004047,Medium,mechanical,78.78,True,5
4048,20250523,20250523,1,795,14,TKT-004048,Medium,battery,21.56,True,1
4049,20250303,20250303,3,782,6,TKT-004049,Critical,navigation,9.12,True,5
4050,20260205,20260206,1,323,5,TKT-004050,Medium,mechanical,38.54,True,5
4051,20250806,20250806,4,896,3,TKT-004051,High,navigation,17.39,True,1
4052,20250223,20250223,2,575,14,TKT-004052,High,battery,19.01,True,4
4053,20250810,20250811,4,359,7,TKT-004053,Medium,software,39.03,True,4
4054,20240819,20240819,5,241,13,TKT-004054,Critical,battery,2.72,True,5
4055,20250302,20250302,2,32,6,TKT-004055,Critical,connectivity,8.72,True,4
4056,20260424,20260425,4,740,12,TKT-004056,High,software,25.48,True,4
4057,20251114,20251116,5,85,10,TKT-004057,Medium,mechanical,71.27,True,5
4058,20240730,20240730,1,864,6,TKT-004058,High,navigation,21.47,True,3
4059,20241105,20241105,2,992,2,TKT-004059,Critical,battery,6.07,True,4
4060,20241203,20241203,3,145,2,TKT-004060,High,connectivity,13.55,True,3
4061,20241230,20241230,2,703,9,TKT-004061,High,navigation,9.47,True,5
4062,20250906,20250907,3,822,5,TKT-004062,Medium,mechanical,35.26,True,4
4063,20251121,20251121,3,240,2,TKT-004063,High,software,17.42,True,4
4064,20260127,20260203,1,215,4,TKT-004064,Low,mechanical,180.44,True,5
4065,20260415,,3,380,10,TKT-004065,Critical,software,,False,
4066,20260214,20260216,5,985,1,TKT-004066,Medium,mechanical,48.52,True,2
4067,20260413,,4,98,7,TKT-004067,Medium,software,,False,
4068,20251203,20251204,5,917,1,TKT-004068,High,software,24.09,True,4
4069,20250819,20250824,3,457,10,TKT-004069,Low,navigation,136.69,True,3
4070,20251210,20251210,4,795,14,TKT-004070,High,connectivity,23.13,True,5
4071,20250517,20250517,5,281,1,TKT-004071,Medium,software,8.94,True,5
4072,20240808,20240810,2,232,14,TKT-004072,Medium,mechanical,54.14,True,4
4073,20260407,20260408,3,145,2,TKT-004073,High,mechanical,38.68,True,2
4074,20240811,20240811,4,977,9,TKT-004074,Medium,software,3.99,True,5
4075,20250325,20250328,4,647,2,TKT-004075,Medium,navigation,75.73,True,4
4076,20260513,20260514,4,105,1,TKT-004076,High,navigation,27.46,True,2
4077,20241228,20250101,5,740,12,TKT-004077,Medium,connectivity,110.87,True,1
4078,20250505,20250509,2,792,1,TKT-004078,Low,battery,106.8,True,1
4079,20250829,,1,32,6,TKT-004079,High,battery,,False,
4080,20260401,20260402,2,641,2,TKT-004080,Low,connectivity,47.1,True,4
4081,20240825,20240825,5,194,4,TKT-004081,High,battery,21.66,True,4
4082,20251120,20251123,3,247,10,TKT-004082,Medium,battery,81.69,True,3
4083,20260211,20260212,1,569,12,TKT-004083,Medium,mechanical,40.7,True,4
4084,20250112,20250118,3,427,4,TKT-004084,Low,mechanical,155.19,True,5
4085,20250511,20250511,5,133,8,TKT-004085,High,software,5.65,True,4
4086,20250303,20250306,1,258,3,TKT-004086,Medium,navigation,75.35,True,4
4087,20240904,20240904,3,609,5,TKT-004087,Critical,mechanical,9.7,True,4
4088,20250204,20250209,2,118,14,TKT-004088,Low,connectivity,125.45,True,4
4089,20250111,20250113,3,71,3,TKT-004089,Medium,navigation,58.02,True,3
4090,20260211,20260213,1,313,6,TKT-004090,Medium,battery,58.53,True,3
4091,20250502,20250503,4,719,3,TKT-004091,High,battery,28.51,True,3
4092,20260103,20260108,4,501,13,TKT-004092,Low,connectivity,121.97,True,4
4093,20250111,20250111,1,802,12,TKT-004093,Critical,connectivity,3.59,True,3
4094,20251002,20251002,3,229,3,TKT-004094,Critical,mechanical,9.62,True,2
4095,20250430,,1,9,5,TKT-004095,Low,battery,,False,
4096,20251130,20251203,2,475,9,TKT-004096,Low,software,79.8,True,5
4097,20260127,20260203,5,840,4,TKT-004097,Low,software,171.71,True,1
4098,20241112,20241118,1,243,3,TKT-004098,Low,connectivity,147.42,True,5
4099,20250825,20250826,2,814,11,TKT-004099,High,navigation,28.16,True,2
4100,20251004,20251006,3,683,10,TKT-004100,Medium,navigation,57.16,True,4
4101,20250102,20250103,1,320,3,TKT-004101,High,software,26.62,True,5
4102,20241230,20241230,4,841,7,TKT-004102,High,navigation,1.57,True,3
4103,20240626,20240702,1,758,10,TKT-004103,Low,connectivity,151.31,True,4
4104,20250905,20250909,4,219,13,TKT-004104,Low,mechanical,103.4,True,2
4105,20240806,20240806,3,519,10,TKT-004105,Critical,software,2.69,True,4
4106,20240829,,5,257,3,TKT-004106,Low,connectivity,,False,
4107,20250305,20250305,4,610,2,TKT-004107,High,connectivity,10.42,True,2
4108,20250925,20250927,3,221,5,TKT-004108,Medium,connectivity,61.2,True,5
4109,20260201,,4,500,14,TKT-004109,Medium,connectivity,,False,
4110,20260316,,2,71,3,TKT-004110,Low,software,,False,
4111,20250203,20250203,2,549,11,TKT-004111,Critical,connectivity,4.61,True,3
4112,20260318,20260321,5,196,3,TKT-004112,Low,navigation,83.11,True,4
4113,20250620,20250620,3,492,6,TKT-004113,High,mechanical,23.28,True,4
4114,20260110,,3,145,2,TKT-004114,High,battery,,False,
4115,20250409,20250409,3,86,7,TKT-004115,High,navigation,13.16,True,5
4116,20250324,20250328,3,595,5,TKT-004116,Medium,connectivity,100.24,True,1
4117,20240606,20240609,2,103,2,TKT-004117,Medium,mechanical,77.63,True,4
4118,20250909,,3,909,7,TKT-004118,Medium,connectivity,,False,
4119,20260127,,5,441,6,TKT-004119,Low,connectivity,,False,
4120,20240701,20240705,5,542,3,TKT-004120,Low,software,97.43,True,2
4121,20250523,20250523,5,955,7,TKT-004121,High,software,9.6,True,3
4122,20250904,20250904,2,191,8,TKT-004122,Critical,software,9.87,True,4
4123,20250809,20250811,5,482,13,TKT-004123,Medium,software,66.91,True,4
4124,20241219,20241223,3,115,11,TKT-004124,Low,connectivity,97.55,True,4
4125,20260531,20260531,1,381,1,TKT-004125,Medium,mechanical,39.23,True,3
4126,20250127,20250128,5,799,5,TKT-004126,High,navigation,35.47,True,4
4127,20250527,20250530,3,877,12,TKT-004127,Medium,navigation,82.32,True,4
4128,20241020,20241020,2,57,1,TKT-004128,High,connectivity,23.09,True,4
4129,20240827,,2,455,1,TKT-004129,High,mechanical,,False,
4130,20251201,20251204,2,85,10,TKT-004130,Medium,connectivity,82.47,True,5
4131,20250305,20250308,5,584,4,TKT-004131,Medium,battery,73.81,True,3
4132,20250523,20250526,3,189,6,TKT-004132,Medium,battery,78.48,True,4
4133,20240624,20240624,1,621,11,TKT-004133,High,battery,12.87,True,5
4134,20241116,20241116,4,468,8,TKT-004134,Medium,connectivity,19.9,True,4
4135,20251106,20251108,1,170,3,TKT-004135,Medium,software,63.17,True,4
4136,20241011,20241015,3,356,6,TKT-004136,Low,battery,96.71,True,5
4137,20250823,20250823,4,420,11,TKT-004137,Medium,navigation,7.02,True,4
4138,20241210,20241212,4,446,12,TKT-004138,Medium,mechanical,68.65,True,5
4139,20260111,20260116,5,543,9,TKT-004139,Low,navigation,127.94,True,4
4140,20240627,20240628,2,980,12,TKT-004140,Medium,connectivity,36.48,True,3
4141,20251106,20251106,2,626,6,TKT-004141,High,mechanical,10.8,True,4
4142,20240819,20240827,5,87,5,TKT-004142,Low,navigation,211.79,True,4
4143,20260202,20260204,4,465,9,TKT-004143,Medium,navigation,70.92,True,4
